Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
512277,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,19 Oct 2017,Bonus issue 1:1,31 Oct 2017,-,-,19 Oct 2017,03 Nov 2017,-
531591,BAMPSL,BAMPSL SECURITIES LTD.,26 Oct 2017,Bonus issue 3:20,27 Oct 2017,-,-,18 Oct 2017,26 Oct 2017,-
539151,ARFIN,Arfin India Ltd,01 Nov 2017,Bonus issue 2:1,02 Nov 2017,-,-,26 Oct 2017,01 Nov 2017,-
533154,INFINITE,Infinite Computer Solutions (India) Ltd,01 Nov 2017,Bonus issue 1:26,02 Nov 2017,-,-,26 Oct 2017,01 Nov 2017,-
539228,GGPL,Gala Global Products Ltd,10 Nov 2017,Bonus issue 1:20,13 Nov 2017,-,-,06 Nov 2017,10 Nov 2017,-
535910,MMLF,Money Masters Leasing & Finance Ltd,13 Nov 2017,Bonus issue 1:4,14 Nov 2017,-,-,07 Nov 2017,13 Nov 2017,-
539363,SKC,Sri Krishna Constructions (India) Ltd,06 Dec 2017,Bonus issue 1:10,07 Dec 2017,-,-,29 Nov 2017,06 Dec 2017,-
502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,21 Dec 2017,Bonus issue 1:1,23 Dec 2017,-,-,18 Dec 2017,21 Dec 2017,-
500870,CASTROLIND,CASTROL INDIA LTD.,21 Dec 2017,Bonus issue 1:1,23 Dec 2017,-,-,18 Dec 2017,21 Dec 2017,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,21 Dec 2017,Bonus issue 1:1,23 Dec 2017,-,-,18 Dec 2017,21 Dec 2017,-
511431,VAKRANG,Vakrangee Limited-$,21 Dec 2017,Bonus issue 1:1,23 Dec 2017,-,-,18 Dec 2017,21 Dec 2017,-
539841,LANCER,Lancer Container Lines Ltd,03 Jan 2018,Bonus issue 3:5,04 Jan 2018,-,-,28 Dec 2017,03 Jan 2018,-
533321,BILENERGY,BIL ENERGY SYSTEMS LTD.,11 Jan 2018,Bonus issue 1:1,13 Jan 2018,-,-,08 Jan 2018,11 Jan 2018,-
536128,VKJINFRA,VKJ Infradevelopers Ltd,11 Jan 2018,Bonus issue 1:3,13 Jan 2018,-,-,08 Jan 2018,11 Jan 2018,-
507910,FIBERWEB,FIBERWEB (INDIA) LTD.,17 Jan 2018,Bonus issue 1:1,18 Jan 2018,-,-,11 Jan 2018,17 Jan 2018,-
533090,EXCEL,Excel Realty N Infra Ltd,23 Jan 2018,Bonus issue 2:1,24 Jan 2018,-,-,17 Jan 2018,23 Jan 2018,-
512493,GARNETINT,GARNET INTERNATIONAL LTD.,06 Mar 2018,Bonus issue 2:1,07 Mar 2018,-,-,27 Feb 2018,06 Mar 2018,-
539939,YASHCHEM,Yash Chemex Ltd,14 Mar 2018,Bonus issue 3:2,15 Mar 2018,-,-,08 Mar 2018,14 Mar 2018,-
530965,IOC,INDIAN OIL CORPORATION LTD.,15 Mar 2018,Bonus issue 1:1,17 Mar 2018,-,-,12 Mar 2018,15 Mar 2018,-
540394,JDML,Jash Dealmark Ltd,15 Mar 2018,Bonus issue 1:1,17 Mar 2018,-,-,12 Mar 2018,15 Mar 2018,-
526947,LAOPALA,LA OPALA RG LTD.,22 Mar 2018,Bonus issue 1:1,23 Mar 2018,-,-,16 Mar 2018,22 Mar 2018,-
502445,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,26 Mar 2018,Bonus issue 1:1,27 Mar 2018,-,-,20 Mar 2018,26 Mar 2018,-
532155,GAIL,GAIL (INDIA) LTD.,27 Mar 2018,Bonus issue 1:3,29 Mar 2018,-,-,22 Mar 2018,27 Mar 2018,-
519602,KELLTONTEC,Kellton Tech Solutions Ltd.,27 Mar 2018,Bonus issue 1:1,29 Mar 2018,-,-,22 Mar 2018,27 Mar 2018,-
533106,OIL,OIL INDIA LTD.,27 Mar 2018,Bonus issue 1:2,29 Mar 2018,-,-,22 Mar 2018,27 Mar 2018,-
