Name,BSE Code,NSE Code,Industry,Current Price,Filter,Filter52wLow,Up from 52w low,Low price,High price,Sales,Net profit,Market Capitalization,Debt to equity,Average return on equity 3Years,ROCE3yr avg,Average dividend payout 3years,Price to Earning,Historical PE 5Years,PEG Ratio,OPM,Interest Coverage Ratio,Enterprise Value,Net worth,Reserves,Return on assets 3years,Price to book value,Price to Cash Flow,Price to Sales,EVEBITDA,Dividend Payout Ratio,Dividend yield,Current ratio,Sales growth 5Years,Profit growth 5Years,Pledged percentage,Promoter holding,Piotroski score
CARE Ratings,534804,CARERATING,Miscellaneous,510.75,1,0,13.25,451.00,1280.00,308.89,125.66,1504.73,0.00,27.92,40.37,73.30,11.97,27.82,3.56,51.40,782.96,1474.54,528.59,499.13,27.46,2.76,13.88,4.87,7.66,64.29,5.87,1.57,6.25,3.36,0.00,0.00,5.00
Castrol India,500870,CASTROLIND,Chemicals,135.35,1,0,20.04,112.75,172.90,3976.10,730.00,13387.77,0.00,71.48,110.90,83.68,18.34,35.62,2.45,27.97,1617.71,12643.92,1207.80,713.20,71.54,11.08,24.36,3.37,10.60,69.82,3.69,1.95,4.19,7.50,0.00,51.00,5.00
CCL Products,519600,CCL,Tea,235.20,1,1,4.51,225.05,306.90,1060.14,150.10,3128.82,0.50,21.42,22.32,25.75,20.84,23.86,1.09,23.96,16.79,3448.69,838.92,812.31,15.91,3.85,19.36,2.95,13.39,30.07,1.49,3.50,8.57,19.18,0.00,45.28,5.00
CEAT,500878,CEATLTD,Tyres,972.20,0,0,33.00,731.00,1373.00,6997.12,262.79,3932.56,0.54,12.33,15.45,17.22,13.20,14.14,28.09,9.02,4.78,5357.04,2766.11,2725.66,8.88,1.42,7.12,0.56,7.63,19.25,1.23,0.97,5.03,0.47,0.00,51.08,4.00
Central Bank,532885,CENTRALBK,Banks - Public Sector,17.90,0,0,14.01,15.70,41.35,22661.14,-4000.91,7385.39,16.11,-24.60,3.36,0.00,,29.94,,31.25,0.64,281279.96,19013.58,14887.66,-1.38,0.39,-0.51,0.33,27.96,0.00,0.00,7.70,-1.51,,0.00,89.46,1.00
Centrum Capital,501150,CENTRUM,Finance & Investments,24.15,0,0,11.55,21.65,45.25,16.87,-194.80,1004.72,0.37,-8.06,2.10,3.44,,47.07,,-305.28,-0.79,1188.79,502.14,460.54,-2.75,1.86,-5.25,59.56,-33.34,1.50,0.21,0.36,-13.91,,78.45,37.99,2.00
Century Ply.,532548,CENTURYPLY,Miscellaneous,156.95,1,0,40.13,112.00,222.40,2300.28,161.53,3487.01,0.54,21.79,19.06,13.40,21.59,29.33,1.17,13.32,6.41,3983.31,969.12,946.87,12.87,3.60,15.44,1.52,12.72,14.01,0.64,3.20,12.01,18.53,0.00,72.75,6.00
Century Textiles,500040,CENTURYTEX,Cement - North India,899.05,0,0,27.43,705.50,1066.55,3841.08,711.87,10042.00,0.16,14.36,11.50,30.11,14.11,366.17,0.07,23.29,12.66,10503.47,3305.55,3193.86,4.59,3.04,7.19,2.61,8.49,12.30,0.83,0.98,-10.00,203.69,0.00,50.21,8.00
Cera Sanitary.,532443,CERA,Ceramics - Tiles / Sanitaryware,2658.05,1,0,23.97,2144.05,3195.00,1330.25,113.62,3457.03,0.03,18.60,28.13,15.08,30.43,36.29,1.77,14.32,48.04,3464.84,700.15,693.65,17.02,4.94,30.19,2.60,16.73,14.69,0.49,1.57,15.31,17.17,0.00,54.75,7.00
CG Power & Indu.,500093,CGPOWER,Electric Equipment,13.45,0,0,63.03,8.25,47.35,7200.48,-406.96,842.97,1.25,-10.18,-2.04,0.00,,416.97,,3.29,0.29,2879.96,2185.37,2060.02,-5.39,0.39,-2.34,0.12,10.19,0.00,0.00,0.65,-12.54,,0.00,0.00,3.00
Chalet Hotels,542399,CHALET,Hotels,320.60,0,0,18.74,270.00,387.00,987.17,-7.63,6573.07,1.01,0.86,6.51,0.00,,0.00,,32.31,0.95,7984.60,1422.67,1217.65,0.18,4.46,17.98,6.66,21.78,0.00,0.00,1.23,,,32.12,71.42,5.00
Chambal Fert.,500085,CHAMBLFERT,Fertilizers,154.75,0,0,20.80,128.10,196.25,10758.84,625.80,6440.82,2.63,18.72,11.75,16.78,8.06,10.61,0.46,13.29,4.28,14923.91,3251.82,2835.61,6.19,1.99,-5.58,0.60,9.25,15.27,1.29,2.07,4.82,17.41,11.80,58.76,5.00
Chola Financial,504973,CHOLAHLDNG,Finance & Investments,483.30,0,0,16.68,414.20,550.00,10945.92,696.70,9072.21,12.79,17.53,14.04,2.72,13.02,15.89,0.73,52.98,1.60,55574.02,3943.30,3924.53,3.59,2.30,-0.99,0.83,9.58,3.37,0.26,1.04,4.44,17.93,0.08,48.42,4.00
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance & Investments,293.55,0,0,41.40,207.60,322.45,7412.26,1215.14,22951.07,8.19,19.74,11.30,10.54,18.89,19.51,0.71,78.49,1.48,69842.96,6175.74,6019.31,2.49,3.72,-2.47,3.10,12.00,8.57,0.44,6.96,16.47,26.65,0.00,52.94,4.00
Cipla,500087,CIPLA,Pharmaceuticals - Indian - Bulk Drugs & Formln,412.65,0,0,2.47,402.70,663.95,16412.44,1554.64,33262.79,0.29,9.15,9.38,16.31,21.40,34.85,107.00,19.96,12.44,36960.21,15012.31,14851.14,6.61,2.22,19.67,2.03,10.10,15.82,0.73,2.44,9.97,0.20,0.00,36.67,6.00
City Union Bank,532210,CUB,Banks - Private Sector,211.30,0,0,34.59,157.00,227.05,3906.90,706.86,15536.43,8.04,15.20,7.71,4.11,21.98,16.01,1.52,67.66,1.42,51502.01,4840.76,4767.31,1.61,3.21,39.14,3.98,16.13,5.38,0.24,3.10,8.15,14.45,0.00,0.00,5.00
Coal India,533278,COALINDIA,Mining / Minerals / Metals,194.10,1,1,9.23,177.70,289.20,100415.08,18305.34,119618.56,0.08,44.83,65.50,108.29,6.53,18.91,2.21,25.82,155.72,90704.27,26453.92,20291.19,13.98,4.52,7.16,1.19,2.86,46.23,6.75,1.58,15.84,2.95,0.00,70.96,7.00
Cochin Shipyard,540678,COCHINSHIP,Miscellaneous,335.65,0,0,2.24,328.30,409.25,3038.87,495.12,4415.15,0.04,15.14,22.78,36.08,8.92,13.96,0.80,19.69,35.97,2015.30,3332.08,3200.54,14.47,1.33,-9.84,1.45,2.41,35.54,3.87,2.31,10.50,11.10,0.00,75.21,4.00
Coffee Day Enter,539436,COFFEEDAY,Hotels,45.65,0,0,0.00,45.65,318.00,4264.48,143.17,964.36,2.59,1.30,7.41,0.00,13.31,81.27,0.31,13.31,1.25,5844.72,2529.08,2317.83,0.29,0.38,1.81,0.23,6.77,0.00,0.00,1.01,7.94,42.75,75.70,53.93,6.00
Colgate-Palm.,500830,COLPAL,Personal Care - Multinational,1495.85,1,0,46.90,1018.30,1589.55,4505.99,755.17,40684.97,0.06,49.89,72.59,74.90,53.70,45.15,5.99,27.84,234.58,40368.76,1446.75,1419.55,48.60,28.12,41.39,9.03,31.10,80.66,1.54,0.94,4.51,8.96,0.00,51.00,8.00
Container Corpn.,531344,CONCOR,Miscellaneous,640.20,0,0,47.80,433.16,666.00,6952.57,1190.87,39007.02,0.07,11.29,15.23,40.54,32.76,26.42,7.65,25.79,140.23,39537.25,10367.87,10063.22,11.00,3.76,-19.61,5.61,18.62,42.86,1.34,3.11,7.36,4.28,0.00,54.80,5.00
Coromandel Inter,506395,COROMANDEL,Fertilizers,413.70,1,0,22.94,336.50,519.90,12826.85,692.70,12103.04,0.88,21.74,21.31,28.15,17.15,19.53,1.14,11.07,5.04,14898.19,3358.39,3329.14,11.42,3.60,23.00,0.94,10.21,26.39,1.57,2.05,5.64,15.07,0.01,61.72,4.00
Corporation Bank,532179,CORPBANK,Banks - Public Sector,14.65,0,0,2.45,14.30,32.40,15417.60,-6314.67,8781.48,11.65,-26.18,3.52,0.00,,9.04,,5.29,0.23,189174.55,16564.86,15366.02,-1.50,0.53,-1.30,0.57,81.09,0.00,0.00,6.91,-2.75,,0.00,93.50,2.00
CreditAcc. Gram.,541770,CREDITACC,Finance & Investments,670.15,0,0,176.86,242.05,689.90,1370.16,345.34,9636.49,2.06,17.36,15.23,0.00,27.90,22.49,0.35,71.68,2.20,13887.51,2365.15,2221.51,4.29,4.07,-6.99,7.03,14.08,0.00,0.00,6.21,54.40,80.86,0.00,80.14,4.00
CRISIL,500092,CRISIL,Miscellaneous,1348.85,1,0,18.79,1135.45,1706.00,1724.04,347.25,9752.21,0.00,30.73,43.81,63.64,28.08,51.71,3.77,25.71,436.40,9548.27,1148.64,1141.41,30.07,8.49,25.76,5.66,18.34,59.57,2.22,1.84,9.50,7.44,0.00,67.45,6.00
Crompton Gr. Con,539876,CROMPTON,Electric Equipment,246.50,,0,29.74,190.00,276.45,4621.86,419.56,15456.36,0.59,,,,36.84,40.65,,13.18,10.94,15962.57,1097.34,971.94,,14.09,51.70,3.34,23.99,31.24,0.81,1.37,,,48.85,34.37,6.00
Cummins India,500480,CUMMINSIND,Engines,563.25,1,1,1.59,554.45,885.00,5674.09,681.08,15613.29,0.07,18.27,23.11,58.91,22.92,31.74,5.94,14.11,55.45,15184.52,4130.45,4075.01,17.00,3.78,28.60,2.75,13.79,65.22,3.02,2.38,7.31,3.86,0.00,51.00,7.00
Cyient,532175,CYIENT,Computers - Software - Medium / Small,463.40,1,0,11.93,414.00,779.95,4626.50,486.50,5096.07,0.14,18.83,22.97,35.03,10.41,16.05,0.83,13.95,17.85,4493.97,2563.86,2508.90,15.95,1.99,13.77,1.10,5.68,34.61,3.25,3.27,15.92,12.56,0.00,22.74,5.00
D B Corp,533151,DBCORP,Entertainment / Electronic Media Software,140.30,0,0,7.10,131.00,208.90,2437.35,270.01,2454.45,0.03,19.00,27.92,34.98,9.09,19.07,-4.11,20.99,34.88,2372.39,1826.95,1652.02,17.93,1.34,9.80,1.01,4.51,63.87,7.13,2.37,5.78,-2.21,30.52,71.61,5.00
Dabur India,500096,DABUR,Personal Care - Indian,439.65,1,0,23.12,357.10,469.20,8725.66,1476.23,77688.96,0.12,26.79,29.15,48.67,50.46,41.04,4.72,20.76,32.04,78060.17,5631.76,5455.05,22.56,13.79,51.82,8.90,37.03,33.68,0.63,1.40,3.82,10.69,0.00,67.88,7.00
DCB Bank,532772,DCBBANK,Banks - Private Sector,187.75,0,0,34.11,140.00,244.65,3197.76,336.93,5821.52,10.00,10.33,7.46,8.69,17.28,17.03,1.05,68.39,1.26,34186.45,3114.70,2804.90,0.99,1.87,-20.69,1.82,13.45,9.51,0.53,2.50,21.94,16.49,0.00,14.91,5.00
DCM Shriram,523367,DCMSHRIRAM,Diversified - Mega,396.15,1,0,44.05,275.00,638.50,7605.69,908.23,6294.63,0.46,24.98,25.20,18.04,6.93,8.16,0.23,18.16,10.91,7488.77,3532.99,3501.80,17.07,1.79,8.12,0.83,5.05,16.97,2.44,2.00,4.68,30.51,0.00,66.53,6.00
Deepak Fert.,500645,DEEPAKFERT,Fertilizers,99.20,0,0,30.18,76.20,247.05,5638.07,44.44,874.94,1.45,6.33,7.69,34.76,19.69,13.77,-0.79,7.58,1.30,3790.82,2097.85,2009.65,2.80,0.42,0.67,0.16,7.84,37.44,3.02,1.36,11.54,-25.03,0.00,51.50,6.00
Deepak Nitrite,506401,DEEPAKNTR,Chemicals,290.55,0,0,42.01,204.60,337.95,1921.25,223.53,3962.90,0.31,11.44,13.69,18.39,17.73,20.33,0.61,22.30,9.95,4284.93,1057.85,1030.57,6.98,3.75,14.11,2.06,9.75,19.76,0.69,1.45,7.13,28.92,0.00,44.85,8.00
Delta Corp,532848,DELTACORP,Miscellaneous,164.65,0,0,41.88,116.05,277.75,797.96,197.83,4461.00,0.00,9.79,14.55,12.38,22.86,48.10,0.63,39.51,119.08,4387.41,1942.27,1915.18,8.59,2.30,43.99,5.59,12.66,8.95,0.39,2.60,7.39,36.50,6.08,32.77,6.00
Dewan Hsg. Fin.,511072,DHFL,Finance - Housing,31.00,0,0,0.00,31.00,333.70,12883.88,-1036.05,972.85,11.57,7.19,9.40,6.08,,8.41,,64.52,0.88,91679.75,8102.06,7788.24,0.73,0.12,-0.11,0.08,11.00,0.00,0.00,1.11,21.01,,0.00,39.21,2.00
Dhanuka Agritech,507717,DHANUKA,Pesticides / Agrochemicals - Indian,316.15,0,0,3.96,304.10,486.00,1011.85,111.07,1504.19,0.03,20.81,28.13,8.79,13.54,20.38,3.58,14.82,171.62,1525.05,642.22,632.70,19.81,2.34,346.75,1.49,9.17,2.54,0.19,3.65,6.38,3.78,0.00,75.00,6.00
Dilip Buildcon,540047,DBL,Construction,405.85,0,0,30.27,311.55,734.80,8969.90,635.30,5550.80,1.12,27.25,21.67,2.59,8.79,15.62,0.28,17.66,2.26,8938.35,3204.42,3067.65,10.22,1.73,5.80,0.62,5.47,1.79,0.25,2.35,31.50,31.45,27.56,75.63,7.00
Dish TV,532839,DISHTV,Entertainment / Electronic Media Software,16.30,0,0,13.99,14.30,59.50,5436.79,-1204.74,3001.30,0.50,4.09,7.91,-2.68,8.39,956.67,0.14,36.96,1.04,5588.86,5481.73,5297.60,2.83,0.55,2.75,0.55,2.73,-8.04,3.07,0.50,19.70,59.97,94.47,63.44,8.00
Dishman Carbogen,540701,DCAL,Pharmaceuticals - Indian - Bulk Drugs & Formln,163.80,0,0,2.70,159.50,258.15,2098.27,205.48,2643.64,0.19,,,0.51,12.87,24.71,,26.22,6.35,3590.14,5379.09,5346.81,334.88,0.49,9.37,1.26,5.92,1.54,0.12,1.99,,,0.00,61.40,9.00
Divi's Lab.,532488,DIVISLAB,Pharmaceuticals - Indian - Bulk Drugs,1622.55,1,0,33.82,1212.50,1774.95,5024.27,1333.84,43073.60,0.02,19.02,25.75,29.20,32.29,26.78,3.04,36.37,579.91,43074.00,6973.31,6920.22,18.85,6.18,44.68,8.57,21.38,31.87,0.99,3.40,14.18,10.61,0.00,52.01,7.00
DLF,532868,DLF,Construction,144.20,0,0,8.79,132.55,209.65,8189.93,1561.17,35693.99,0.52,2.35,5.75,30.46,30.55,44.67,1.54,25.31,1.23,48061.08,32880.06,32385.00,1.28,1.18,17.47,4.36,17.19,33.46,1.24,2.15,0.16,19.80,0.00,74.95,7.00
Dr Lal Pathlabs,539524,LALPATHLAB,Healthcare,1335.60,1,0,64.19,813.45,1475.00,1246.30,209.00,11131.11,0.00,24.23,37.00,21.06,53.26,49.05,2.71,25.17,72.50,10640.87,973.22,889.92,24.61,12.73,50.91,8.93,29.18,25.10,0.45,4.61,16.62,19.68,0.00,56.91,6.00
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln,2689.35,0,0,43.59,1872.95,2965.20,15569.90,2150.50,44682.41,0.27,10.37,9.90,25.92,20.78,27.88,-14.84,20.07,27.62,48297.71,14077.20,13994.10,7.48,3.19,15.56,2.87,12.43,17.03,0.74,2.16,2.86,-1.40,0.00,26.76,9.00
eClerx Services,532927,ECLERX,Computers - Software - Medium / Small,425.90,0,0,2.21,416.70,1230.50,1433.37,207.91,1575.12,0.00,22.61,29.20,1.36,7.58,17.14,-3.25,20.61,64.66,1125.24,1491.07,1454.97,22.89,1.14,7.64,1.10,3.37,1.66,0.25,5.60,11.21,-2.33,0.00,50.76,6.00
Edelweiss.Fin.,532922,EDELWEISS,Finance & Investments,96.85,0,0,5.27,92.00,210.50,10874.88,895.03,9043.78,6.06,14.62,11.32,14.62,10.10,17.28,0.29,58.86,1.32,49125.99,7676.98,7588.20,1.70,1.18,1.74,0.83,7.58,12.49,1.37,2.66,33.67,35.05,17.02,32.94,6.00
Eicher Motors,505200,EICHERMOT,Automobiles - Motorcycles / Mopeds,17826.85,1,0,17.31,15196.95,25350.00,9631.23,2078.32,48648.98,0.02,31.25,46.59,15.70,23.41,43.36,0.55,27.93,295.31,45870.45,8918.73,8891.44,31.18,5.45,30.94,5.05,13.45,15.48,0.70,1.80,7.55,42.52,0.00,49.31,4.00
EID Parry,500125,EIDPARRY,Sugar,162.45,0,0,20.29,135.05,248.00,16329.21,320.89,2875.28,1.64,11.65,17.77,22.95,8.58,38.36,0.43,9.64,3.12,7718.60,3127.90,3110.20,3.92,0.92,-54.86,0.18,4.64,34.60,1.85,1.77,6.46,19.81,0.08,44.75,5.00
EIH,500840,EIHOTEL,Hotels,177.85,0,0,29.30,137.55,214.95,1497.91,96.04,10165.02,0.17,4.70,6.99,48.16,72.51,73.08,6.35,19.72,5.34,10635.77,2855.09,2740.78,4.10,3.56,45.96,6.79,27.68,45.39,0.51,0.75,4.50,11.42,0.00,35.25,8.00
Emami,531162,EMAMILTD,Personal Care - Indian,315.50,0,0,28.30,245.90,515.00,2727.20,315.83,14321.66,0.05,18.69,21.41,52.76,44.28,57.37,-7.71,27.26,21.51,14228.12,2076.06,2030.67,15.11,6.90,25.86,5.25,18.22,59.88,1.27,1.43,9.64,-5.74,46.81,52.74,7.00
Endurance Tech.,540153,ENDURANCE,Auto Ancillaries,977.65,1,0,31.73,742.15,1384.95,7559.23,536.01,13751.90,0.28,20.90,23.02,13.56,25.03,37.08,1.25,15.86,32.87,13944.50,2564.68,2424.02,14.74,5.36,15.31,1.82,11.35,15.63,0.56,1.52,12.26,19.96,0.00,75.00,8.00
Engineers India,532178,ENGINERSIN,Engineering - Turnkey Services,114.45,0,0,23.73,92.50,129.90,2605.92,407.54,7232.23,0.00,14.21,21.79,65.80,17.75,22.99,-4.46,16.08,464.99,4571.17,2275.85,1959.89,14.25,3.18,13.28,2.78,7.03,68.30,3.50,1.66,6.03,-3.98,0.00,52.00,7.00
Equitas Holdings,539844,EQUITAS,Finance & Investments,102.75,0,0,31.98,77.85,143.65,2348.53,224.44,3511.41,5.24,5.59,8.51,0.00,15.65,140.88,0.83,55.07,1.34,15050.86,2443.85,2102.24,1.20,1.44,1.92,1.50,10.37,0.00,0.00,3.08,36.32,18.90,0.00,0.00,7.00
ERIS Lifescience,540596,ERIS,Pharmaceuticals - Indian - Formulations,442.05,0,0,23.55,357.80,746.00,1005.71,303.66,6079.06,0.15,38.32,35.37,0.00,20.02,33.94,0.59,35.88,21.04,6247.97,1150.52,1136.77,34.71,5.28,27.26,6.04,15.94,0.00,0.00,2.27,14.06,33.86,0.00,56.23,6.00
Escorts,500495,ESCORTS,Automobiles - Tractors,609.50,0,0,43.99,423.30,833.90,6108.05,451.69,7471.25,0.09,13.77,19.75,8.30,16.81,23.39,1.19,11.30,31.76,7518.07,3048.85,2926.27,12.15,2.47,-31.05,1.22,9.75,6.32,0.41,1.39,-0.30,14.12,0.00,40.25,6.00
Essel Propack,500135,ESSELPACK,Packaging,115.55,0,0,46.73,78.75,138.40,2701.40,190.44,3644.51,0.46,15.42,17.15,20.76,20.19,16.62,1.69,18.35,5.34,4142.61,1387.98,1324.90,9.26,2.63,10.23,1.35,7.88,20.47,1.08,2.34,4.96,11.92,0.00,57.00,6.00
Eveready Inds.,531508,EVEREADY,Dry Cells,43.10,0,0,0.35,42.95,234.20,1395.43,35.76,313.25,1.02,22.15,21.66,6.64,5.31,31.50,0.11,8.07,2.13,692.09,376.69,340.35,12.97,0.83,4.17,0.22,4.56,0.00,0.00,1.70,4.79,46.67,88.51,42.16,7.00
Exide Inds.,500086,EXIDEIND,Auto Ancillaries,193.10,0,0,16.33,166.00,274.00,10595.10,858.42,16413.50,0.00,13.85,20.07,28.03,21.02,25.11,2.19,13.46,171.25,16339.95,5986.99,5901.99,13.55,2.74,16.35,1.55,11.05,24.17,1.24,1.50,12.37,9.60,0.00,45.99,6.00
FDC,531599,FDC,Pharmaceuticals - Indian - Bulk Drugs & Formln,170.00,0,0,14.71,148.20,219.95,1127.14,172.74,2906.54,0.00,14.04,19.29,7.16,16.54,19.89,2.28,19.79,133.24,2891.44,1433.04,1415.52,14.09,2.03,28.01,2.58,10.47,0.00,0.00,1.67,5.13,7.26,0.00,69.07,5.00
Federal Bank,500469,FEDERALBNK,Banks - Private Sector,87.75,0,0,30.87,67.05,110.40,11980.95,1365.39,17445.74,10.75,9.28,6.34,21.15,12.78,15.65,1.55,68.88,1.27,150114.60,13273.23,12876.03,0.79,1.31,2.14,1.46,15.44,22.34,1.59,4.70,10.45,8.22,0.00,0.00,6.00
Fine Organic,541557,FINEORG,Chemicals,1745.10,,0,76.02,991.40,1820.00,1063.46,134.11,5350.47,0.26,,,15.86,39.90,27.90,,21.88,171.64,5369.53,500.24,484.91,349.16,10.70,54.43,5.03,21.62,15.76,0.40,5.99,,,0.00,75.00,6.00
Finolex Cables,500144,FINCABLES,Cables - Power,382.25,0,0,9.11,350.35,544.80,3094.35,335.32,5846.11,0.00,16.77,23.97,17.20,17.43,20.59,1.36,13.82,607.99,5797.86,2439.67,2409.08,16.77,2.40,37.94,1.89,10.51,20.00,1.18,2.84,5.46,12.80,0.00,35.86,5.00
Finolex Inds.,500940,FINPIPE,Plastics Products,589.00,0,0,34.78,437.00,625.00,3207.28,318.99,7309.49,0.04,14.14,20.60,39.19,22.91,30.07,1.77,16.21,63.53,7370.95,2528.42,2404.33,13.29,2.89,17.94,2.28,12.99,35.48,1.70,1.41,4.73,12.93,0.02,52.47,8.00
Firstsour.Solu.,532809,FSL,Computers - Software - Medium / Small,46.15,0,0,17.73,39.20,64.65,3886.95,380.36,3199.12,0.20,14.66,14.13,12.19,8.41,9.32,0.57,14.74,13.09,3708.51,2722.67,2029.66,10.72,1.18,8.31,0.82,6.46,36.58,4.32,2.04,4.26,14.66,0.00,53.96,7.00
Force Motors,500033,FORCEMOT,Automobiles - LCVs / HCVs,1093.85,0,0,9.33,1000.50,1980.00,3567.99,133.22,1441.69,0.15,9.11,11.82,8.42,10.82,19.66,0.74,7.62,9.38,1724.39,1934.87,1921.69,8.48,0.75,4.63,0.40,4.88,8.96,0.91,1.64,12.56,14.64,0.00,61.63,5.00
Fortis Health.,532843,FORTIS,Healthcare,135.65,0,0,21.88,111.30,153.70,4565.63,-160.38,10241.01,0.30,-1.22,7.13,0.00,190.53,230.47,-8.18,7.87,1.78,11395.43,6600.81,5845.85,-0.58,1.55,-57.37,2.24,14.22,0.00,0.00,0.75,5.06,-23.29,0.00,31.17,2.00
Future Consumer,533400,FCONSUMER,Trading,25.80,0,0,7.05,24.10,52.65,4088.49,-15.42,4956.32,0.82,-4.19,1.20,0.00,,0.00,,2.07,0.67,5701.62,990.30,-154.07,-2.29,5.01,-89.50,1.21,50.77,0.00,0.00,2.77,36.38,,61.10,46.30,4.00
Future Lifestyle,536507,FLFL,Textiles - Products,422.45,0,0,18.23,357.30,504.35,5605.69,142.68,8503.18,0.52,10.27,13.47,16.39,59.60,56.45,2.83,10.86,2.32,9264.19,1647.69,1608.74,6.51,5.16,17.92,1.52,14.27,18.74,0.32,1.33,16.57,21.03,13.84,45.89,5.00
Future Retail,540064,FRETAIL,Trading,379.20,0,0,1.94,372.00,575.00,20775.55,742.20,19058.53,0.69,20.29,18.26,0.00,25.68,820.07,0.75,6.97,2.80,21462.76,3851.95,3751.43,12.81,4.95,-63.10,0.92,14.55,0.00,0.00,2.12,56.59,34.23,51.51,47.02,3.00
G M D C,532181,GMDCLTD,Mining / Minerals / Metals,60.35,0,0,1.77,59.30,100.35,1879.68,219.94,1919.13,0.00,8.10,12.32,30.12,5.83,10.46,-1.07,29.57,330.23,1870.96,4317.11,4253.51,7.29,0.44,18.83,1.02,2.67,28.92,3.31,3.07,7.90,-5.47,0.00,74.00,6.00
G N F C,500670,GNFC,Fertilizers,200.15,0,0,18.78,168.50,395.50,5501.20,622.08,3110.73,0.04,14.66,16.45,14.78,5.00,6.76,0.24,11.86,159.08,3083.75,4997.10,4841.68,9.58,0.62,5.75,0.57,3.52,14.68,3.50,1.92,4.00,20.61,0.00,41.18,6.00
G S F C,500690,GSFC,Fertilizers,76.40,0,0,11.53,68.50,118.95,8511.92,486.28,3044.37,0.15,6.87,7.34,19.03,6.26,8.71,0.84,9.18,9.84,4064.06,7267.85,7188.15,5.62,0.42,6.01,0.36,4.67,17.76,2.88,2.49,9.75,7.43,0.00,37.84,7.00
GAIL (India),532155,GAIL,Miscellaneous,132.90,0,0,11.21,119.50,192.86,76138.31,6053.95,59939.79,0.02,12.32,17.69,41.72,9.39,16.02,1.11,12.54,80.86,59726.22,44092.94,41837.87,10.58,1.36,7.61,0.79,5.36,26.70,2.68,0.72,5.55,8.49,0.00,52.19,6.00
Galaxy Surfact.,540935,GALAXYSURF,Detergents / Intermediates,1469.60,,0,68.57,871.80,1520.85,2711.82,197.82,5210.43,0.34,25.44,25.96,14.99,26.34,26.63,,13.30,11.15,5482.54,876.73,841.28,16.13,5.94,18.44,1.92,14.88,14.85,0.54,2.36,,,0.00,70.93,7.00
Gateway Distr.,532622,GDL,Miscellaneous,102.65,0,0,15.34,89.00,175.00,696.41,392.91,1116.09,0.61,7.72,8.02,69.26,8.64,21.50,-1.44,24.97,4.92,1903.53,1321.81,1213.08,6.32,0.84,9.20,1.60,8.23,13.40,4.38,1.41,-15.72,-6.02,30.66,30.00,3.00
Gayatri Projects,532767,GAYAPROJ,Construction,110.95,0,0,15.51,96.05,198.00,3624.42,215.17,2076.97,1.41,16.20,13.97,0.00,9.65,21.28,0.28,15.34,1.96,3621.30,1329.63,1292.19,3.94,1.56,4.02,0.57,6.41,0.00,0.00,3.55,13.82,34.65,97.62,44.95,6.00
GE Power,532309,GEPIL,Electric Equipment,798.75,0,0,19.93,666.00,938.00,1888.26,64.92,5370.00,0.00,4.02,25.92,2361.27,36.20,3009.32,-6.07,7.61,5.89,4542.02,885.07,817.84,3.54,6.07,-22.28,2.84,15.63,53.04,0.75,1.27,-6.09,-5.96,0.00,68.58,6.00
GE Shipping Co,500620,GESHIP,Shipping,281.05,0,0,32.79,211.65,354.00,3508.42,169.67,4237.59,0.88,2.84,5.24,-137.00,68.98,7.41,-1.28,42.11,1.31,7314.66,6809.15,6658.89,1.49,0.62,3.87,1.21,5.14,-379.58,1.92,3.36,2.79,-54.05,0.00,29.66,7.00
GE T&D India,522275,GET&D,Electric Equipment,189.00,0,0,52.42,124.00,332.70,3790.05,133.99,4839.35,0.06,9.54,21.58,-3.14,36.12,120.20,2.72,8.55,4.19,4859.60,1427.99,1376.78,7.51,3.39,-13.64,1.28,13.31,21.67,0.95,1.30,3.67,13.26,0.00,75.00,7.00
General Insuranc,540755,GICRE,Miscellaneous,227.50,0,0,47.73,154.00,332.00,39831.94,1561.48,39912.60,0.00,5.31,6.10,40.63,25.56,19.49,,-10.56,,27064.69,53095.02,52217.82,2.69,0.75,5.69,1.00,10.64,53.24,2.97,0.64,,,0.00,85.78,5.00
GHCL,500171,GHCL,Chemicals,204.80,1,0,14.80,178.40,277.45,3492.46,402.89,2011.41,0.66,24.93,21.65,13.27,4.99,5.24,0.24,23.98,6.01,3275.44,1951.95,1853.92,13.15,1.03,3.59,0.58,3.84,13.58,2.44,1.58,8.83,21.01,1.08,18.86,7.00
GIC Housing Fin,511676,GICHSGFIN,Finance - Housing,133.20,0,0,0.91,132.00,283.65,1242.31,149.16,717.28,9.30,17.80,9.82,16.63,4.81,10.23,0.40,88.77,1.22,12323.69,1253.97,1200.12,1.72,0.57,-0.44,0.58,11.14,17.25,4.13,3.64,14.46,11.98,0.00,42.41,3.00
Gillette India,507815,GILLETTE,Personal Care - Multinational,7038.15,1,0,14.09,6169.00,7919.85,1861.65,252.92,22937.33,0.00,32.60,49.58,101.35,90.69,95.95,4.21,20.47,44.19,22700.70,778.36,745.77,32.30,29.47,96.76,12.32,57.53,32.73,0.33,1.69,3.27,21.52,0.00,75.00,8.00
