Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500825,BRITANNIA,BRITANNIA INDUSTRIES LTD.,29 Nov 2018,Stock  Split From Rs.2/- to Rs.1/-,30 Nov 2018,-,-,22 Nov 2018,29 Nov 2018,-
500078,OAL,Oriental Aromatics Ltd-$,13 Dec 2018,Stock  Split From Rs.10/- to Rs.5/-,14 Dec 2018,-,-,07 Dec 2018,13 Dec 2018,-
540728,SAYAJIIND,Sayaji Industries Ltd,27 Dec 2018,Stock  Split From Rs.10/- to Rs.5/-,28 Dec 2018,-,-,20 Dec 2018,27 Dec 2018,-
524091,ACRYSIL,ACRYSIL LTD.,10 Jan 2019,Stock  Split From Rs.10/- to Rs.2/-,11 Jan 2019,-,-,04 Jan 2019,10 Jan 2019,-
539336,GUJGAS,Gujarat Gas Ltd,15 Jan 2019,Stock  Split From Rs.10/- to Rs.2/-,16 Jan 2019,-,-,09 Jan 2019,15 Jan 2019,-
506642,SADHNANIQ,SADHANA NITROCHEM LTD.,29 Jan 2019,Stock  Split From Rs.10/- to Rs.5/-,30 Jan 2019,-,-,23 Jan 2019,29 Jan 2019,-
540954,IWP,The Indian Wood Products Company Ltd,15 Feb 2019,Stock  Split From Rs.10/- to Rs.2/-,19 Feb 2019,-,-,12 Feb 2019,15 Feb 2019,-
540366,RADIOCITY,Music Broadcast Ltd,20 Feb 2019,Stock  Split From Rs.10/- to Rs.2/-,21 Feb 2019,-,-,13 Feb 2019,20 Feb 2019,-
511609,ISLCONSUL,ISL CONSULTING LTD.,08 Mar 2019,Stock  Split From Rs.10/- to Rs.5/-,11 Mar 2019,-,-,01 Mar 2019,08 Mar 2019,-
508993,KEDIACN,KEDIA CONSTRUCTION CO.LTD.,14 Mar 2019,Stock  Split From Rs.10/- to Rs.5/-,15 Mar 2019,-,-,08 Mar 2019,14 Mar 2019,-
508875,NITINCAST,Nitin Castings Ltd,14 Mar 2019,Stock  Split From Rs.10/- to Rs.5/-,15 Mar 2019,-,-,08 Mar 2019,14 Mar 2019,-
533033,ISGEC,ISGEC Heavy Engineering Ltd,28 Mar 2019,Stock  Split From Rs.10/- to Rs.1/-,29 Mar 2019,-,-,22 Mar 2019,27 Mar 2019,-
