,Units,29,20,5,2,2
Banks - Private Sector,Company,,Bandhan Bank,IndusInd Bank,YES Bank,
BFSI,Details,Set -2 ,Bandhan Bank - very cost oriented and focus on micro finance.,IndusInd Bank : Started by Hinduja family.,YES Bank (TBB),
,Units,6,2,2,2,
Banks - Public Sector,Company,,SBI,,,
BFSI,Details,"Key factors : Deposits, Advances, Net Interest Margin, PAT, NPA (% of revenue and % of profit)",SBI -  Largest PSB,,,
,Units,5,5,,,
Bearings,Company,,SKF India,SCHAEFFLER India,,
Auto,Details,,"SKF India (Svenska Kullager Fabriken, Worlds largest bearing manufacturer in World, Sweedish firm. Sweedish Ball Bearing. Fortune Global 2000. One of the largest company in sweden.)",SCHAEFFLER India (German auto giant) : Worlds 2nd largest bearing manufacture. Just after SKF.,,
,Units,4,2,2,,
Breweries & Distilleries,Company,,United Spirits,United Breweries,Radico Khaitan,IFB Agro
Alcohol,Details,Very low profit margin,"United Spirits : Owner Diageo is world leader in spirits. 14 Brands : Scotch (Johnie Walker - worlds largest selling), Whiskey (McDowell No. 1 - Worlds largest selling), Rum (Celebration Run - Worlds largest selling), Vodka (Smirnoff - worlds largest selling) . Other Brands : VAT 69, Black & White, Black Dog Scotch, McDowell Signature (whiskey), Royal challenge (whiskey), Director's special (whiskey), Bagpiper (whiskey), White mischief (vodka), romanv (vodka)","United Breweries (Owner Heinken) : Brands : Kingfisher, Kalyani Black label, flying horse,  Raj Cobra, Taj mahal, Bullet, Charger, Zingaro",Radico Khaitan (India's oldest and largest liquour manufacturer. Domestic player : 8 PM brands),IFB Agro also does IMIL(Indian Made Indian Liquor). Tilaknagar Industries has a IMFL portfolio.
,Units,15,10,5,0,0
Cables - Power & Others,,,,,,
Cables - Telephone,,,,,,
Castings & Forgings,Company,,Bharat Forge,Mahindra CIE,AIA,
Auto,Details,Part revenue from Auto Industry. Can be included in Auto Ancilliary also.,Bharat Forge - Forging company of Baba Kalyani group. Overall Baba Kalyani group structure looks confusing. Investor Presentation looks Good. Why did revenue go down drastically in between?. The revenue in 10 years has just doubled. Seems to be very slow.,Mahindra CIE Automotive (JV) ... Similar to Tata Autocomp etc (concern : no dividend for last 3 year),AIA ? (Vega Industries),
,Units,4,2,2,0,
Cement - Major,Company,,UltraTech ,ACC,Ambuja,Shree Cement
,Details,Top 3 players (Ambuja and ACC are owned by same owner : Lafarge Holchim). ,UltraTech (Aditya Birla group) : Capacity : 70 million tons per year,ACC is one of the first few producer of cements in India ... ACC had a trouble when it focused on non-core items. TATA also had a stake in it. TATA sold the stake to Ambuja cements. ACC and Ambuja have similar capacity. ACC is owned 50% by Ambuja. Lafarge Holchim owns Ambuja.,"Ambuja is owned by LafargeHolchim (An International biggie : Lafarge(French) and Holchim(Swiss) in cement, construction and concrete sector)  Annual Capacity : 370 million tons per year. ","Shree Cement (Brands: Shree Cements, Bangur Cement, RockStrong etc) Bangur business family from Rajasthan settled in Calcutta. High Share Price : 18K"
,Units,34,10,3,3,18
Cement - Major,Company,,Heidelberg cement,,,
,Details,Set -2,Heidelberg cement (Germany) is also among world's top cement companies. It has acquired ItaliCementi (Zuari cement is owned by Italicementi in India) also. Access mycem.com. It is still a small player.  Put only in top 3 companies for no differntiation.,,,
,Units,0,0,,,
Cement - Mini,,,,,,
Cement - Products & Building Materials,,,,,,
Group 3,,,,,,
Ceramics & Granite,Company,,Kajaria Ceramics,Cera,HSIL,Somany Ceramics
,Details,Jaquar is not listed. Parryware (ROCA) is another name that can be recalled.,Kajaria Ceramics (Tiles),Cera (Sanitaryware) : Share Price 3K (Cera is a short form of Ceramics).,"Hindware (Hindustan Sanitaryware: HSIL). The founder is also a somany. What is the connection to Somany? Good recall value. HSIL earns 50% of its revenues from packaging products like glass, pet, plastic closures etc.",Somany Ceramics (founder of HSIL and Somany ceramics is same : Hira Somany)
,Units,8,2,2,2,2
Ceramics & Granite,Company,,Asian Granito,,,
,Details,Set - 2,AGL (Asian Granito Limited) : Among top 3 player,,,
,Units,4,2,2,,
Chemicals,Company,,Tata Chemicals,UPL,BASF,Pidilite
Chemicals,Details,,"Tata Chemicals (Tata Salt, Tata Sampan Pulses & Spices, Tata Swach Water Purifier, Fertilizers etc,) : Focus on Living Essentials Products, It has Rallis (pesticides and agrochemicals) in its fold.",UPL (MNC. Crop protection. Present in 124 countries),"BASF (Global German Giant, largest producer of chemical. DuPont and Dow Chemicals are the other two competitors who merged together to form DowDuPont. )","PIDILITE (Fevicol, Fevistick, FeviQuick and Dr FixIt)"
,Units,8,2,2,2,2
Cigarettes,Company,,ITC,VST Industries,Godfrey Phillips,
Tobacco,Details,Oligopoly market. Dominated by few players. Segments based on the size. Length  - 64mm and 69mm.,"ITC (ITC cigaratees, matchbox, mouth freshner - mint-o and candyman, ITC Hotels, ITC Infotech, FMCG : Classmate - Stationary, Aashirwad, Sunfeast, Bingo, Yipee: 1K Cr brands). TC's major cigarette brands include Wills Navy Cut, Gold Flake Kings, Gold Flake Premium lights, Gold Flake Super Star, Insignia, India Kings, Classic (Verve, Menthol, Menthol Rush, Regular, Citric Twist, Ice Burst, Mild & Ultra Mild), 555, Silk Cut, Scissors, Capstan, Berkeley, Bristol, Lucky Strike, Players, Flake and Duke & Royal.","VST Industries is largest leaf tobbaco(Bidi) maker in India. Partly owned by BAT (British American Tobbaco) group of UK Founder : Vazir Sultan. Brands : Charms, Charminar, Gold, Moments, Zaffran.","Godfrey Phillips, is a modi group company. One of the largest cigarette manufacturers. Part ownership of Morris International (Marlboro owner). Brands : Four Square, Red&White etc.   Pan Vilas Pan Masala(chewing product). Tea also.",
,Units,24,20,2,2,
Compressors,Details,Not clear on usage of it.,Ingersoll Rand (India),,,
Computer Software Training,Company,,ZEE LEARN,NIIT,Educomp,Tree house / Career Point
Education,Details,"Educational, Pre-School, School","ZEE LEARN (Kidzee, Mount Literra schools franchise)",NIIT - Training,Educomp  - Under heavy debt.,TreeHouse ? / Career Point ?
,Units,2,2,0,0,0
Computers - Hardware,,,,,,
Computers - Software,Company,,Tata Consultancy,Infosys,Wipro ,Tech Mahindra
IT,Details,Set - 1 (Limit to 4 companies in 1 set).,TCS (Tata consultancy services),Infosys,"Wipro (The listed company is Wipro Limited is a pure software, IT and BPO company. It doesn't include privately held Wipro Enterprise Privated Limited that has a subsidiary like Wipro consumer care and lighting - FMCG etc and wipro infrastructure engineering - several other sectors and business etc. Wipro Enterprise Pvt Ltd has JV with GE medical systems.)",Tech Mahindra (Satyam was merged into this)
,Units,40,20,10,5,5
Computers - Software,Company,,HCL Tech,Info Edge,Larsen & Toubro Infotech,
IT,Details,Set - 2,HCL Tech,"Info Edge (listed in misc, 99acres.com, jeevansaathi.com, zomato.com, policybazaar.com etc)",L&T Infotech (LTI) : IT Services,
,Units,12,5,5,2,
Computers - Software - Training,,,,,,
Computers - Software Medium & Small,Company,,L&T Technology Services,,,
IT,Details,,L&T Technology Services (LTTS is different from L&T IT ... LTTS is engineering services - embedded domain where as LTI is software services.,,,
,Units,2,2,,,
Group 4,,,,,,
Construction & Contracting - Civil,Company,,NAGARCON,Gammon,HCC,
,Details,Too much competition. Poor margins of 8%,NCC (Nagarjuna Construction Company). Used Ticker name to avoid confusion with other NCC companies.,Gammon has long history in this space similar to L&T but doesn't seems to be in profit off late (from year 2012 to year 2017). Checked Screener.,"HCC (Hindustan construction company) : no dividend for last 5 years. Also, in losses for last 5 years.",
,Units,2,2,0,0,
Construction & Contracting - Housing,Company,,Asiana Housing,,,
,Details,,,,,
,Units,,0,,,
Construction & Contracting - Real Estate,Company,,DLF,Prestige,HUDCO,Brigade
,Details,Set - 1. Included Builders involved in Bangalore. Will be easy to track the visibility as well. Good margins today.-,DLF,Prestige,HUDCO (Govt sponsored Housing Finance company. Should be with LIC housing finance.),Brigade
,Units,14,5,5,2,2
Construction & Contracting - Real Estate,Company,,Sobha,Godrej Properties,Puravankara,Lodha Developers
,Details,Set - 2. Is second set worth ?,Sobha,"Godrej Properties. (Godrej Properties, Godrej Consumer Products and Godrej AgroVat, Natures Basket is a subsidiary of Godrej Industries a holding company. All the other companies of Godrej like locks, fridge, Interio etc are owned by unlisted company Godrej & Boyce.)",Puravankara Limited (earlier Puravankara Projects).,Founded by Marwari Businessman in Mumbai. Mangal Prabhat Lodha. IPO expected soon.
,PEP,,,,,Mangal Prabhat Lodha (BJP MLA)
,Units,8,2,2,2,2
Consumer Goods - Electronic,Company,,Voltas,,,
,Details,,Voltas (TATA product for AC),,,
,Units,2,2,,,
Consumer Goods - White Goods,Company,,Whirlpool,Johnson Controls Hitachi,Blue Star,IFB Industries
,Details,"Includes other players also like Havells. (a) consumption : 15 K (each device : AC, washing machine, refrigerator and TV)  (b) Life of 15 years  (c) 1 K each year for each device : 4 K for 4 devices (washing machine, refrigerator and TV) ...  Domestic players - voltas, havells, lloyd, kenstar, videocon, bluestar, IFB, Godrej etc ... US players - whirlpool, korean player - LG, Samsung, Japanese player - Hitachi, Daikin, Panasonic, Fujitsu General, Sharp, Chinese player - Haier, UAE player - ",Whirlpool (US Fortune 500 Home Appliance Company),"Johnson Control (US MNC) in JV with Hitachi (Japan) : Heating, Ventillation and Air-Conditioning (HVAC) : Products : AC : Residential and Commercial, Chillers, Compressors",Blue Star (leader in commercial ac in India),IFB Industries (leader in washing machines)
,Units,8,2,2,2,2
Couriers,Company,,Blue Dart Express,DTDC,,
,Details,"(a) logistics delivery and couriers (every week) : 1 : 100 Rs each, month value : 400 Rs, annual value : 5K","BlueDart Express (DHL company, German Logistics company) : Share Price : 4K ",DTDC (DPD-Dynamic Parcel Distribution. 42% is held by Europe's second largest logistics firm GeoPost. They bought from Reliance Capital.) Not yet listed on the stock market. Waiting for IPO.,,
,Units,4,4,0,,
Detergents,,,,,,
Diamond Cutting & Jewellery & Precious Metals,Company,,Titan Company,Rajesh Exports,PC Jeweller,
,Details,Gems & Jewellery (a) Consumption : minimum 10 gm every year : 25K every year.,"Titan Company (Lifestyle: Jewellery, Bag, Wallet, Belt, Helmets, SKINN perfume, ZOOP for kids watches, RAAGA watches for ladies etc) : Tanishq, Titan Eyeplus, Titan Store etc Other Brands : FASTRACK and SKINN. They have ventured into Sarees using Taneira stores (sarees from 22 states. very thoughtful collection). Listed in MISC category.","Rajesh Exports (Gold Value Chain : Refining & Retailing, Owner of World's largest gold refining, Valcambi, REL produces more than 35% of the world's gold, Retail shops under Shubh )","PC Jeweller, P C Jeweller (good CAGR, aggressive, big player, focussed)",
,Units,9,5,2,2,
Group 5,,,,,,
Diversified,Company,,3M India,Grasim,Godrej Industries,Pilani Investment & Industries
,Details,Holding companies and Diversified companies,"3M (Global MNC, Science Applied to Life : 4000 products: Scotch Glue Stick, Scotch Tape, Scotch Brite : Kitchen items, Water Softener, Water Filteration system, Medical Supplies, Share price : 15K). Doesn't pay dividend (rumor). check AR. High Share Price : 15 K","Grasim (Aditya Birla Group holding company - partial). Manages Textile and Chemical. Two popular subsidiaries : UltraTech, Idea","Godrej Industries (holding company) - subsidiaries are godrej consumer products, godrej properties, godrej agrovet.","Pilani Investment & Industries (Investment vehicle, holding in many Birla companies)"
,Units,21,15,3,3,0
Diversified,Company,,Tata Investment Corp,Bajaj Holdings & Investments,M&M ,
,Details,Set -2 .Holding companies and Diversified companies. Good for getting consistent dividends.,Tata Investment Corp (holding company of tata companies similar to Tata Sons). Mostly dividend income. They should share dividend income with owners or invest in new businesses. OPM should be very high as not much expense. ,Bajaj Holdings & Investments (bajaj auto and bajaj finserv - parent),M&M is a holding company for Mahindra for so many subsidiary companies. (listed in auto),
,Units,5,2,3,0,
Domestic Appliances,Company,,TTK Prestige,Bajaj Electric,Hawkins Cooker,
,Details,Bajaj electric profit margin was less,TTK Prestige (Share Price : 6500),Bajaj Electric (includes JV with Morphy Richards also for marketing and service),Hawkins Cooker ? (small and focussed player only on pressure cookers),
,Units,5,5,0,0,
Dry Cells,Company,,Eveready ,Indo National,Panasonic Energy India,
,Details,,"Eveready (Khaitan Group, World's third largest producer of carbon-zinc batteries). Diversifying to be an appliance company.",Indo National (NIPPO Batteries),Panasonic Energy India,
,Units,2,2,0,0,
Dyes & Pigments,,,,,,
Edible Oils & Solvent Extraction,,,,,,
Electric Equipment,Company,,Havells,V-Guard,,
,Details,,"Havells (Acquired consumer durables : Lloyd group. Has become a diversified player in electric equipments. Lloyd is number 3 player in AC segment. Havells brands are Standard, Havells, CrabTree, PrompTec and Llloyd. Havells had successful integration of companies (CrabTree, T-Series' fans, Promptec) in the past.",V-Guard (V Guard Industries. Voltage Stabilizer company : India's number 1 company in stabilizer : 35% market share.. Number 3 in UPS),,
,Units,4,2,2,,
Electricals,Company,,Bharat Electronics,Crompton Greaves,,
,Details,,"Bharat Electronics (Defense major. Radar, Missile, Arms equipments, Weapon system, Fire control system, Communication system, EVM etc also) - CPSE Navaratna company",Crompton Greaves Consumer (#1 in Fan category) : Splited from CG Global (Industrial) : Doesn't pay dividend.,,
,Units,7,5,2,,
Electrodes & Graphite,,,Graphite India,,,
Engineering,Company,,Quess Corp,,,
,Details,,Quess Corp (Business process company interest in Unskilled and skilled Human Resouce. Acquired several facility management companies like Avon and  Hr companies like Magna etc. Also acquired monster in Asia Pacific and HCL Care - service touch points). Prem Watsa Group and Fairfax holding company. The company is also owned by Thomas Cook group. Both the companies are owned by Fairfax holdings (Prem Watsa). It should be in Hospitality.,,,
,Units,3,3,,,
Engineering - Heavy,,,ISGEC ?,,,
Group 6,,,,,,
Engines,Company,,Cummins,,,
,Details,,"Cummins (Fortune 500 MNC) : Engines, Generators and Components. You can see large industrial diesel generators in green color box with cummins written over it. Everywhere right from airport to malls. Has tie up with Tata .. Tata cummins. Has tie up with Valvoline for engine / turbine oil.",,,
,Units,2,2,,,
Fasteners,Company,,Sundaram Fasteners,,,
,Details,Too much narrow domain.,Sundaram Fasteners (TV Sundaram Group : TVS motors) : auto components manufacturer,,,
,Units,,0,,,
Fertilisers,Company,,Coromandel International,Chambal Fertilisers,Rashtriya Chemical and Fertilizer,National Fertilizer Limited 
,Details,"Crop nutrients - fertilizers, and crop protection - (chemicals, insectisides and pesticides) and seeds provider are all considered in same category. Check companies in other categories also. Requirement in Tons - Single State - Telangana : 13 lac Ton - Urea, 13 Lac Ton - DAP, NPK & other neutrients, 1.75 Lac ton - Potash","Coromandel International (in fertilizers, pesticides and nutrients .... organic fertilizers too ..part of Muruguppa group of Eid Parry, Cholamandalam etc) Was formed with chevron of USA.","Chambal Fertilisers & Chemicals Ltd (zuari group) : Uttam brand : lead supplier of Rajastan. Good coverage in North, East and West India. It was founded by KK Birla who gave ownership of Zuari Agro Chemicals now rebranded as adventz group (Saroj Poddar) and Chambal Fertizers to (both son-in-law, Saroj - Chairman and one more - VC). KM Birla has minimal holding in Zuari Agro throuh Pilani Investment.","Rashtriya Chemical and Fertilizer (RCF) - PSU, Several fragemented PSUs like RCF (Rashtriya Chemical & Fertilizer), NFL (National Fertilizer), GSFC (Gujrat State Fertilizer Corp), GNFC (Gujrat Narmada Fertilizer corp)",National Fertilizer Limited (NFL) - PSU
,Units,4,2,2,0,0
Finance - General,,,,,,
Finance - Insurance,Company,,ICICI Lombard,The New India Assurance,General Insurance,IIFL Holdings
,Details,"Set - 1 (General Insurance) : Smaller players - National Insurance, United India and Oriental Insurance","ICICI Lombard General Insurance (Only player, listed in Diversified. Canadian Warren Buffet (Prem Watsa's) Fairfax holdings also has a stake in it.)",The New India Assurance(NIA) - Largest general insurance company in India.,"GIC RE (General Insurance corporation of India - Reinsurance) : reinsurance services in key businesses such as fire (property), General Insurance Corporation of Indiamarine, motor, engineering, agriculture, aviation, health, liability, credit and financial liability and life insurance",IIFL Holdings (Prem Watsa Group)
,Units,23,5,5,10,3
Finance - Insurance,Company,,ICICI Prudential,SBI Life,HDFC Standard Life,
,Details,Set - 2 (Life Insurance),ICICI Prudential Life Insurance (JV with Prudential PLC of UK),SBI Life (JV with BNP Paribas Cardiff - French bank and financial services company) - IPO,HDFC Standard Life (JV with Standard Life of UK - provider of financial savings & investments) - IPO,
,Units,15,5,5,5,
Finance - Housing,Company,,HDFC,LIC housing finance,Indiabulls housing finance,Dewan Housing Finance
,Details,Price to book value is a key criteria. HUDCO is listed in real estate.,HDFC,LIC housing finance,Indiabulls housing finance,Dewan Housing Finance Limited (DHFL. Wadhawan group company. Affordable segment). LIC & Rakesh Jwala are also investors.
,Units,20,10,5,3,2
Finance - Investments,Company,,Muthoot Finance,Bajaj FinServ,Tata Investment Corp,
,Details,,Muthoot Finance (largest gold finance company in the world). Muthoot Papachchan group company. Top Gold loan provider. Mannapuram has to cover some more distance.,Bajaj FinServ (subsidiary of Bajaj Holdings & Investments). Bajaj Finance and its  JV with Allianz group. The standalone earming and profit may be less but consolidated revenue and profit is high because of Bajaj Finance and JV Bajaj Allianz.,Tata Investment Corp (holding company of tata companies similar to Tata Sons). Mostly dividend income. They should share dividend income with owners or invest in new businesses. OPM should be very high as not much expense. ,
,Units,10,5,3,2,
Finance - Investments,Company,,TI financial holding,L&T Finance Holdings,Aditya Birla Capital,
,Details,,"TI financial holding (parent of Cholamandalm finance and ms chola insurance, part of murugappa group)",L&T Finance Holdings (LTFS : L&T Financial Servies) ,"Aditya Birla Capital (Financing, Investing, Insurance etc) : TBB",
,Units,6,2,2,2,
Finance - Leasing & Hire Purchase,Company,,Bajaj Finance,Shriram Transport Finance,Mahindra & Mahindra Financial,Manappuram Finance
,Details,Big players,Bajaj Finance (covered as subsidiary of Bajaj FinServ above) : mostly for two and three wheelers but covers other categories also.,Shriram Transport Finance Corp - STFC (focus on auto finance),"Mahindra & Mahindra Financial Services Limited (all verticals) : car, tractor, farm equipment, rural housing etc and other verticals also now",Manappuram Finance (Gold loan) : Muthoot finance is a bigger player and that is enough. Manapuuram has gold brand value with tie up to all top celebrities by region wise.
,Units,11,3,3,3,2
Finance - Leasing & Hire Purchase,Company,,Cholamandalam Investment & Finance,Sundaram Finance,Shriram City Union,
,Details,Small players,Cholamandalam Investment & Finance Company Ltd (Murugappa group). Subsidiary of TI Financial Holdings.,"Sundaram Finance is a parent of Sundaram Finance holdings. Also, it includes Sundaram Mutual, Sundram BNP Paribas Home Finance, Royal Sundram General Insurance, Sundram BNP Paribas Fund Services.",,
,Units,5,2,3,,
Finance - Term Lending Institutions,Company,,Power Finance,Rural Electrification Corporation,,
,Details,,Power Finance Corporation - CPSE Navaratna company,REC (Rural Electrification Corporation) - CPSE Navaratna company,,
,Units,10,5,5,,
Group 7,,,,,,
Food Processing,Company,,Nestle,Britannia,GlaxoSmithKline Consumer,Varun Beverages
,Details,Food Processing - Set 1. FMCG Segment.,"Nestle (Fortune Global 500) : Maggi noodles and maggi sauce, Milk powder (Everyday dairy whitener), Baby Food leader (Cerelac, Nestum), Nestle Curd, Bru Coffee, NesCafe (Coffee) and NesTea (tea) and Chocolates like kitkat, milkybar, munch, barone, polo etc,  Share price: 5K","Britania (Biscuits, Bread, Rusk, Cake). India's number one biscuit maker. Parle leads in econmoy category but that is not listed. Birtania ia leader in all segment. it has a market share of 38%.) Brands: Britania, Tiger. Tagline : Have a Good Day. It is a part of Wadia group company that also owns ... go Air, bomay dyeing, Bomay Burmah trading etc.The group also owns fashin magazine Gladrags. Share Price : 3500 Rs","GSK Consumer : GlaxoSmithKline Consumer Healthcare Ltd: International biggie : leader in milk mix (Horlicks, Boost & Maltova), Crocin (Tablet, Syrup), Iodex, ENO, Otrivian (Nasal spray), OstoCalcium (Calcium, phosporus), Sensodyne (Toothpaste), Voltaren (like moov)","Varun Beverages (Ravi kant and Varun Jaipuria, Pepsi Franchise) : one of the largest franchisee for Pepsi. Brands include Pepsi, Diet Pepsi, Seven-Up, Mirinda Orange, Mirinda Lemon, Mountain Dew, Seven-Up Nimbooz Masala Soda, Seven-Up Revive, Evervess Soda. PepsiCo NCB brands produced and sold by us include Tropicana Slice, Tropicana Frutz (Lychee, Apple and Mango), Seven-Up Nimbooz as well as packaged drinking water under the brand Aquafina."
,Units,20,5,5,5,5
Food Processing,Company,,Coffee Day,KRBL,Venkys India,Future Consumer Limited
,Details,Food Processing - Set 2. FMCG Segment.,"Coffee Day Enterpises has a subsidiary Coffee Day Global limited that owns Cafe Cofee Day. Cafe Coffee Day (Indian cafe chain, Founder V G Siddharth is Son-in-Law of former CM S M Krishna (political risk). The company is diversifying into unrelated territory that has nothing to do with this business. No dividend for last 3 years. IT Raids in 2017 september. ",KRBL (KRB Limited : Worlds larges rice millers and basmati exporters). India Gate Basmati Rice is a flagship brand apart from several other brands.,Venkys India (Listed here from Misc. Poultry feed leader in India. Only listed player. Bought English Premeier league team on company's money. Not good. Others like Suguna food is not listed. IFB Agro and Godjrej AgroVet are other similar feed companies but in different segment.),Future Consumer Limited (FCL) : creating food and fmcg brands.
,Units,8,2,2,2,2
Food Processing,Company,,Hatsun,,,
,Details,Food Processing - Set 3. FMCG Segment.,"Hatsun Agro Products. Private milk & dairy giant of south india (Asia). Direct sourcing from farmers. Aroyka full cream Milk range. Now, Arun Ice cream and Ibaco Ice cream parlour. Santosa cattle feed also. Now, Oyalo pizza chain also.",,,
,Units,2,2,,,
Glass & Glass Products,Company,,Asahi Glass,La Opala,Saint Gobain,Piramal Glass
,Details,,"Asahi Glass (Japanese major, Worlds largest, Mitsubishi company) Glass for car etc.",La Opala is a small player.,Saint Gobain (very small player : covered through its parent in abrasives : grindwel norton),Piramal Glass (medicine bottles) is small player.
,Units,2,2,0,0,0
Hospitals & Medical Services,Company,,Apollo Hospitals,Fortis Healthcare,Narayana Hrudayalaya,Aster DM
