amfi_rank,amfi_cname,amfi_isin,amfi_ticker,amfi_mcap,amfi_captype
844,Triveni enterprises,INE916P01025,TRIVENIENT,492,Small Cap
845,Ultramarine pigments,INE405A01021,ULTRAMAR,487,Small Cap
846,Dwarikesh sugar industries,INE366A01041,DWARKESH,487,Small Cap
847,Lifeline drugs pharma,INE776N01028,LIFELINE,487,Small Cap
848,Nacl industries,INE295D01020,NACLIND,483,Small Cap
849,Gufic biosciences,INE742B01025,GUFICBIO,482,Small Cap
850,Texmaco infrastructure holdings,INE435C01024,TEXINFRA,481,Small Cap
851,Gtl infrastructure,INE221H01019,GTLINFRA,481,Small Cap
852,Bhageria industries,INE354C01027,BHAGERIA,478,Small Cap
853,Wendt,INE274C01019,WENDT,478,Small Cap
854,Arman financial services,INE109C01017,ARMANFIN,475,Small Cap
855,Reliance industrial infrastructure,INE046A01015,RIIL,475,Small Cap
856,Cg power industrial solutions,INE067A01029,CGPOWER,475,Small Cap
857,Fiem industries,INE737H01014,FIEMIND,474,Small Cap
858,Rajapalayam mills,INE296E01026,RAJPALAYAM,474,Small Cap
859,Aptech,INE266F01018,APTECHT,472,Small Cap
860,Mep infrastructure developers,INE776I01010,MEP,472,Small Cap
861,Mahanivesh,INE641D01017,MAHAN,469,Small Cap
862,Neuland laboratories,INE794A01010,NEULANDLAB,467,Small Cap
863,Greenpanel industries,INE08ZM01014,GREENPANEL,466,Small Cap
864,Waterbase,INE054C01015,WATERBASE,460,Small Cap
865,Eveready industries,INE128A01029,EVEREADY,458,Small Cap
866,Dynamatic technologies,INE221B01012,DYNAMATECH,455,Small Cap
867,Haryana financial corporation,NA          ,HARAFIN,455,Small Cap
868,Indo rama synthetics,INE156A01020,INDORAMA,454,Small Cap
869,Vadilal industries,INE694D01016,VADILALIND,453,Small Cap
870,Apollo pipes,INE126J01016,APOLLOPIPE,452,Small Cap
871,Titagarh wagons,INE615H01020,TWL,448,Small Cap
872,Ig petrochemicals,INE204A01010,IGPL,447,Small Cap
873,Indian metals ferro alloys,INE919H01018,IMFA,446,Small Cap
874,Ifgl refractories,INE133Y01011,IFGLEXPOR,445,Small Cap
875,Nelco,INE045B01015,NELCO,444,Small Cap
876,Rico auto industries,INE209B01025,RICOAUTO,444,Small Cap
877,Wpil,INE765D01014,WPIL,444,Small Cap
878,Trescon,INE088D01011,TRESCON,443,Small Cap
879,G n a axles,INE934S01014,GNA,441,Small Cap
880,Ebixcash world money,INE726L01019,EBIXFOREX,439,Small Cap
881,Unitech,INE694A01020,UNITECH,438,Small Cap
882,Garware polyesters,INE291A01017,GARWARPOLY,437,Small Cap
883,Orient paper industries,INE592A01026,ORIENTPPR,437,Small Cap
884,Sharda motor industries,INE597I01010,SHARDAMOTR,435,Small Cap
885,Morganite crucible,INE599F01012,MORGANITE,433,Small Cap
886,Svp global ventures,INE308E01011,SVPGLOB,433,Small Cap
887,Thangamayil jewellery,INE085J01014,THANGAMAYL,430,Small Cap
888,Cheviot co,INE974B01016,CHEVIOT,430,Small Cap
889,Shree digvijay cement co,INE232A01011,SHREDIGCEM,430,Small Cap
890,Plastiblends,INE083C01022,PLASTIBLEN,423,Small Cap
891,Rpg life sciences,INE105J01010,RPGLIFE,422,Small Cap
892,Jaiprakash associates,INE455F01025,JPASSOCIAT,422,Small Cap
893,5paisa capital,INE618L01018,5PAISA,422,Small Cap
894,Pricol,INE726V01018,PRICOLLTD,422,Small Cap
895,Atul auto,INE951D01028,ATULAUTO,422,Small Cap
896,Media matrix worldwide,INE200D01020,MMWL,418,Small Cap
897,Sutlej textiles industries,INE645H01027,SUTLEJTEX,418,Small Cap
898,The anup engineering,INE294Z01018,ANUP,418,Small Cap
899,Cantabil retail,INE068L01016,CANTABIL,417,Small Cap
900,Dewan housing finance,INE202B01012,DHFL,416,Small Cap
901,Beekay steel industries,INE213D01015,BEEKAY,415,Small Cap
902,Universal cables,INE279A01012,UNIVCABLES,414,Small Cap
903,Hpc biosciences,INE507O01025,HPCBL,414,Small Cap
904,Oriental hotels,INE750A01020,ORIENTHOT,414,Small Cap
905,Stovec industries,INE755D01015,STOVACQ,414,Small Cap
906,Saint gobain sekurit,INE068B01017,SAINTGOBAIN,413,Small Cap
907,Voith paper fabrics,INE285C01015,VOITHPAPR,412,Small Cap
908,Manorama industries,INE00VM01010,MANORAMA,410,Small Cap
909,Kse,INE953E01014,KSE,410,Small Cap
910,Ambika cotton mills,INE540G01014,AMBIKCO,409,Small Cap
911,Bharat bijlee,INE464A01028,BBL,408,Small Cap
912,Hindustan media ventures,INE871K01015,HMVL,404,Small Cap
913,Monte carlo fashions,INE950M01013,MONTECARLO,401,Small Cap
914,Bharat road network,INE727S01012,BRNL,400,Small Cap
915,Mishtann foods,INE094S01041,MISHTANN,399,Small Cap
916,Sandesh,INE583B01015,SANDESH,397,Small Cap
917,Wim plast,INE015B01018,WIMPLAST,397,Small Cap
918,Avadh sugar energy,INE349W01017,AVADHSUGAR,396,Small Cap
919,Munjal auto industries,INE672B01032,MUNJALAU,393,Small Cap
920,Tourism finance,INE305A01015,TFCILTD,393,Small Cap
921,Uniphos enterprises,INE037A01022,UNIENTER,391,Small Cap
922,Rane brake lining,INE244J01017,RBL,391,Small Cap
923,Centum electronics,INE320B01020,CENTUM,390,Small Cap
924,Shalimar paints,INE849C01026,SHALPAINTS,390,Small Cap
925,Anuh pharma,INE489G01022,ANUHPHR,387,Small Cap
926,Zota health care,INE358U01012,ZOTA,387,Small Cap
927,Alicon castalloy,INE062D01024,ALICON,387,Small Cap
928,Munjal showa,INE577A01027,MUNJALSHOW,386,Small Cap
929,Jay bharat maruti,INE571B01028,JAYBARMARU,384,Small Cap
930,N b i industrial finance company,INE365I01020,NBIFIN,384,Small Cap
931,Summit securities,INE519C01017,SUMMITSEC,382,Small Cap
932,Enkei wheels,INE130L01014,ENKEIWHEL,382,Small Cap
933,Newtime infrastructure,INE997D01021,NEWINFRA,377,Small Cap
934,Empire industries,INE515H01014,EMPIND,376,Small Cap
935,East securities,INE482Z01019,EIS,375,Small Cap
936,Mangalore chemicals fertilisers l,INE558B01017,MANGCHEFER,374,Small Cap
937,Indraprastha medical corporation lt,INE681B01017,INDRAMEDCO,374,Small Cap
938,Mac charles,INE435D01014,MCCHRLS-B,373,Small Cap
939,Navkar corporation,INE278M01019,NAVKARCORP,373,Small Cap
940,Zuari agro chemicals,INE840M01016,ZUARI,372,Small Cap
941,Nelcast,INE189I01024,NELCAST,370,Small Cap
942,Control print,INE663B01015,CONTROLPR,369,Small Cap
943,Kuantum papers,INE529I01013,KUANTUM,368,Small Cap
944,Sayaji hotel,INE318C01014,SAYAJIHOTL,365,Small Cap
945,Vardhman holdings,INE701A01023,VHL,362,Small Cap
946,Ador welding,INE045A01017,ADORWELD,362,Small Cap
947,Td power systems,INE419M01019,TDPOWERSYS,360,Small Cap
948,Ramco systems,INE246B01019,RAMCOSYS,359,Small Cap
949,Associated alcohols breweries,INE073G01016,ASALCBR,359,Small Cap
950,63 moons technologies,INE111B01023,63MOONS,357,Small Cap
951,Shivalik rasayan,INE788J01021,SHIVALIK,357,Small Cap
952,Zen technologies,INE251B01027,ZENTEC,357,Small Cap
953,Deccan cements,INE583C01021,DECCANCE,356,Small Cap
954,Jain irrigation systems,INE175A01038,JISLJALEQS,356,Small Cap
955,Sreeleathers,INE099F01013,SREEL,355,Small Cap
956,Welspun specialty solutions,INE731F01037,WELSPLSOL,354,Small Cap
957,Supershakti metaliks,INE00SY01011,SUPERSHAKT,351,Small Cap
958,Hsil,INE415A01038,HSIL,350,Small Cap
959,Shriram epc,INE964H01014,SHRIRAMEPC,350,Small Cap
960,Sms pharmaceuticals,INE812G01025,SMSPHARMA,349,Small Cap
961,Ist,INE684B01029,ISTLTD,348,Small Cap
962,Shakti pumps,INE908D01010,SHAKTIPUMP,345,Small Cap
963,Nalwa sons investment,INE023A01030,NSIL,344,Small Cap
964,Ajmera realty infra,INE298G01027,AJMERA,344,Small Cap
965,Asian oilfield services,INE276G01015,ASIANOI,344,Small Cap
966,Goodricke group,INE300A01016,GOODRICKE,343,Small Cap
967,Southern petrochemical industries corporation,INE147A01011,SPIC,343,Small Cap
968,Skipper,INE439E01022,SKIPPER,342,Small Cap
969,Prabhat technologies,INE171P01019,PTIL,342,Small Cap
970,Century enka,INE485A01015,CENTENKA,341,Small Cap
971,Nragarwal industries,INE740D01017,NRAIL,341,Small Cap
972,Asian hotels,INE915K01010,AHLWEST,340,Small Cap
973,Cerebra integrated technologies,INE345B01019,CEREBRAINT,339,Small Cap
974,Vikas proppant granite,INE767B01022,VIKASPROP,338,Small Cap
975,Ncl industries,INE732C01016,NCLIND,337,Small Cap
976,Medicamen biotech,INE646B01010,MEDICAMEQ,335,Small Cap
977,Bajaj healthcare,INE411U01019,BAJAJHCARE,333,Small Cap
978,Gkw,INE528A01020,GKWLIMITED,333,Small Cap
979,Mapro industries,INE848M01019,MAPROIN,332,Small Cap
980,Lincoln pharmaceuticals,INE405C01035,LINCOLN,327,Small Cap
981,Everest industries,INE295A01018,EVERESTIND,327,Small Cap
982,Visaka industries,INE392A01013,VISAKAIND,327,Small Cap
983,Srei infrastructure finance,INE872A01014,SREINFRA,326,Small Cap
984,Anjani portland cement,INE071F01012,APCL,325,Small Cap
985,Udaipur cement works,INE225C01029,UDAICEMENT,325,Small Cap
986,Midland polymers,INE046M01028,MIDPOLY,324,Small Cap
987,Datamatics global services,INE365B01017,DATAMATICS,323,Small Cap
988,Suyog telematics,INE442P01014,SUYOG,323,Small Cap
989,Mahindra epc irrigation,INE215D01010,MAHEPC,323,Small Cap
990,Allsec technologies,INE835G01018,ALLSEC,323,Small Cap
991,Globus spirits,INE615I01010,GLOBUSSPR,320,Small Cap
992,Subex,INE754A01014,SUBEX,319,Small Cap
993,Shaily engineering plastics,INE151G01010,SHAILY,319,Small Cap
994,Harita seating systems,INE939D01015,HARITASEAT,318,Small Cap
995,Sanghvi movers,INE989A01024,SANGHVIMOV,317,Small Cap
996,Rattan infrastructure,INE834M01019,RTNINFRA,317,Small Cap
997,Ravindra energy,INE206N01018,RELTD,316,Small Cap
998,Niyogin fintech,INE480D01010,NIYOGIN,315,Small Cap
999,Gravita,INE024L01027,GRAVITA,314,Small Cap
1000,Mukand,INE304A01026,MUKANDLTD,313,Small Cap
